tissue,health_state,set,network_name,network_code,pathway,count
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Flavone and flavonol biosynthesis,8
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Folate biosynthesis,73
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Fructose and mannose metabolism,27
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Galactose metabolism,60
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Geraniol degradation,343
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Glucosinolate biosynthesis,3
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Glutathione metabolism,57
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Glycerolipid metabolism,129
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Glycerophospholipid metabolism,99
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,"Glycine, serine and threonine metabolism",73
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Glycolysis / Gluconeogenesis,78
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,23
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,22
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Glycosaminoglycan biosynthesis - keratan sulfate,13
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Glycosaminoglycan degradation,174
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Glycosphingolipid biosynthesis - ganglio series,114
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Glycosphingolipid biosynthesis - globo and isoglobo series,86
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Glycosphingolipid biosynthesis - lacto and neolacto series,31
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,4
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Glyoxylate and dicarboxylate metabolism,22
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Histidine metabolism,69
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Inositol phosphate metabolism,19
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Insect hormone biosynthesis,16
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Isoquinoline alkaloid biosynthesis,42
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Limonene and pinene degradation,130
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Linoleic acid metabolism,39
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Lysine biosynthesis,4
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Lysine degradation,268
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Mannose type O-glycan biosynthesis,2
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Metabolic pathways,2141
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Metabolism of xenobiotics by cytochrome P450,130
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Methane metabolism,21
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Microbial metabolism in diverse environments,537
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Monobactam biosynthesis,1
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Mucin type O-glycan biosynthesis,14
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Naphthalene degradation,10
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,"Neomycin, kanamycin and gentamicin biosynthesis",4
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,N-Glycan biosynthesis,41
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Nicotinate and nicotinamide metabolism,24
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Nitrogen metabolism,3
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Novobiocin biosynthesis,5
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,One carbon pool by folate,17
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Other glycan degradation,133
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Other types of O-glycan biosynthesis,1
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Oxidative phosphorylation,3
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Pantothenate and CoA biosynthesis,20
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Pentose and glucuronate interconversions,32
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Pentose phosphate pathway,21
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Phenylalanine metabolism,178
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,"Phenylalanine, tyrosine and tryptophan biosynthesis",5
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Phenylpropanoid biosynthesis,13
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Phosphonate and phosphinate metabolism,2
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Polyketide sugar unit biosynthesis,1
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Porphyrin and chlorophyll metabolism,29
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Primary bile acid biosynthesis,41
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Propanoate metabolism,216
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Purine metabolism,75
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Pyrimidine metabolism,62
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Pyruvate metabolism,44
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Retinol metabolism,65
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Riboflavin metabolism,5
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Secondary bile acid biosynthesis,2
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Selenocompound metabolism,3
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Sesquiterpenoid and triterpenoid biosynthesis,2
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Sphingolipid metabolism,101
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Starch and sucrose metabolism,13
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Steroid biosynthesis,110
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Steroid hormone biosynthesis,90
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Streptomycin biosynthesis,8
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Styrene degradation,2
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Sulfur metabolism,3
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Synthesis and degradation of ketone bodies,5
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Taurine and hypotaurine metabolism,5
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Terpenoid backbone biosynthesis,21
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Thiamine metabolism,8
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Toluene degradation,115
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,"Tropane, piperidine and pyridine alkaloid biosynthesis",29
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Tryptophan metabolism,338
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Tyrosine metabolism,91
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Ubiquinone and other terpenoid-quinone biosynthesis,7
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,"Valine, leucine and isoleucine biosynthesis",6
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,"Valine, leucine and isoleucine degradation",446
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Various types of N-glycan biosynthesis,85
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Vitamin B6 metabolism,10
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Aflatoxin biosynthesis,1
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,"Alanine, aspartate and glutamate metabolism",14
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,alpha-Linolenic acid metabolism,9
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Amino sugar and nucleotide sugar metabolism,20
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Aminoacyl-tRNA biosynthesis,1
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Aminobenzoate degradation,7
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Arachidonic acid metabolism,16
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Arginine and proline metabolism,15
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Arginine biosynthesis,8
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Ascorbate and aldarate metabolism,4
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Benzoate degradation,11
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,beta-Alanine metabolism,15
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Betalain biosynthesis,8
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Biosynthesis of ansamycins,1
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Biosynthesis of antibiotics,108
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Biosynthesis of secondary metabolites,171
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Biosynthesis of unsaturated fatty acids,13
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Butanoate metabolism,16
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Caffeine metabolism,4
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Caprolactam degradation,10
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Carbon fixation in photosynthetic organisms,11
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Carbon fixation pathways in prokaryotes,27
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Chloroalkane and chloroalkene degradation,4
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Citrate cycle (TCA cycle),23
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Cyanoamino acid metabolism,5
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Cysteine and methionine metabolism,16
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,D-Glutamine and D-glutamate metabolism,4
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Drug metabolism - cytochrome P450,28
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Drug metabolism - other enzymes,46
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Ether lipid metabolism,4
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Ethylbenzene degradation,2
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Fatty acid biosynthesis,16
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Fatty acid degradation,40
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Fatty acid elongation,22
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Flavone and flavonol biosynthesis,2
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Folate biosynthesis,10
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Fructose and mannose metabolism,19
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Galactose metabolism,25
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Geraniol degradation,12
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Glutathione metabolism,35
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Glycerolipid metabolism,12
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Glycerophospholipid metabolism,16
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,"Glycine, serine and threonine metabolism",17
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Glycolysis / Gluconeogenesis,50
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,2
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,1
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Glycosaminoglycan biosynthesis - keratan sulfate,5
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Glycosaminoglycan degradation,9
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Glycosphingolipid biosynthesis - ganglio series,11
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Glycosphingolipid biosynthesis - globo and isoglobo series,14
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Glycosphingolipid biosynthesis - lacto and neolacto series,15
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Glyoxylate and dicarboxylate metabolism,12
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Histidine metabolism,9
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Inositol phosphate metabolism,18
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Insect hormone biosynthesis,2
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Isoquinoline alkaloid biosynthesis,7
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Limonene and pinene degradation,4
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Linoleic acid metabolism,9
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Lipoic acid metabolism,2
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Lysine biosynthesis,1
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Lysine degradation,19
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Mannose type O-glycan biosynthesis,1
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Metabolic pathways,347
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Metabolism of xenobiotics by cytochrome P450,30
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Methane metabolism,11
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Microbial metabolism in diverse environments,107
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Mucin type O-glycan biosynthesis,4
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,N-Glycan biosynthesis,2
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Naphthalene degradation,2
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,"Neomycin, kanamycin and gentamicin biosynthesis",10
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Nicotinate and nicotinamide metabolism,19
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Nitrogen metabolism,4
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Novobiocin biosynthesis,5
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,One carbon pool by folate,11
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Other glycan degradation,3
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Other types of O-glycan biosynthesis,2
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Oxidative phosphorylation,2
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Pantothenate and CoA biosynthesis,3
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Pentose and glucuronate interconversions,7
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Pentose phosphate pathway,12
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Phenylalanine metabolism,14
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,"Phenylalanine, tyrosine and tryptophan biosynthesis",5
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Phenylpropanoid biosynthesis,2
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Porphyrin and chlorophyll metabolism,8
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Primary bile acid biosynthesis,1
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Propanoate metabolism,16
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Purine metabolism,66
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Pyrimidine metabolism,53
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Pyruvate metabolism,31
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Retinol metabolism,12
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Riboflavin metabolism,1
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Selenocompound metabolism,1
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Sphingolipid metabolism,8
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Starch and sucrose metabolism,16
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Steroid biosynthesis,8
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Steroid degradation,3
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Steroid hormone biosynthesis,14
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Streptomycin biosynthesis,12
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Sulfur metabolism,2
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Synthesis and degradation of ketone bodies,2
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Taurine and hypotaurine metabolism,5
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Terpenoid backbone biosynthesis,2
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Thiamine metabolism,2
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Toluene degradation,7
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,"Tropane, piperidine and pyridine alkaloid biosynthesis",6
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Tryptophan metabolism,28
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Tyrosine metabolism,23
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Ubiquinone and other terpenoid-quinone biosynthesis,1
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,"Valine, leucine and isoleucine biosynthesis",1
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,"Valine, leucine and isoleucine degradation",19
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Various types of N-glycan biosynthesis,4
Kidney-Renal,Cancer,MDS,Kidney-Renal_Cancer_MDS,RCM,Vitamin B6 metabolism,2
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,Aflatoxin biosynthesis,1
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,"Alanine, aspartate and glutamate metabolism",20
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,alpha-Linolenic acid metabolism,258
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,Amino sugar and nucleotide sugar metabolism,30
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,Aminoacyl-tRNA biosynthesis,19
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,Aminobenzoate degradation,126
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,Arachidonic acid metabolism,82
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,Arginine and proline metabolism,64
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,Arginine biosynthesis,10
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,Ascorbate and aldarate metabolism,24
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,Benzoate degradation,279
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,beta-Alanine metabolism,155
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,Betalain biosynthesis,15
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,Biosynthesis of antibiotics,447
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,Biosynthesis of secondary metabolites,782
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,Biosynthesis of unsaturated fatty acids,241
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,Biotin metabolism,26
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,Butanoate metabolism,197
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,C5-Branched dibasic acid metabolism,1
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,Caffeine metabolism,32
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,Caprolactam degradation,187
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,Carbon fixation in photosynthetic organisms,11
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,Carbon fixation pathways in prokaryotes,200
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,Chloroalkane and chloroalkene degradation,25
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,Citrate cycle (TCA cycle),15
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,"Cutin, suberine and wax biosynthesis",1
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,Cyanoamino acid metabolism,5
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,Cysteine and methionine metabolism,28
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,D-Alanine metabolism,1
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,D-Arginine and D-ornithine metabolism,1
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,D-Glutamine and D-glutamate metabolism,1
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,Drug metabolism - cytochrome P450,105
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,Drug metabolism - other enzymes,59
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,Ether lipid metabolism,20
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,Ethylbenzene degradation,94
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,Fatty acid biosynthesis,162
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,Fatty acid degradation,639
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,Fatty acid elongation,402
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,Flavone and flavonol biosynthesis,5
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,Folate biosynthesis,46
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,Fructose and mannose metabolism,24
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,Galactose metabolism,25
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,Geraniol degradation,276
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,Glucosinolate biosynthesis,3
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,Glutathione metabolism,40
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,Glycerolipid metabolism,119
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,Glycerophospholipid metabolism,103
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,"Glycine, serine and threonine metabolism",73
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,Glycolysis / Gluconeogenesis,69
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,12
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,5
Kidney-Renal,Cancer,nonMDS,Kidney-Renal_Cancer_nonMDS,RCNM,Glycosaminoglycan biosynthesis - keratan sulfate,5
